
 -500; Elise Anna von Möwenburg; 1; Johann Justus von Tiefenfels; 1; Natalie  von Eichenwald; 1; Elisabeth Nelania von Bergetal; 21; Niroi Jacques von Kisatris; 1
 -97; Bahne Jacob von Möwenburg; 5; Michael Christian Peter Napiar von Tiefenfels; 4; Charlotte Eva von Eichenwald; 3; Gustav Ludwig von Bergetal; 5; Maximilian Paul Gustav von Kisatris; 12
 -96; Bahne Jacob von Möwenburg; 6; Michael Christian Peter Napiar von Tiefenfels; 5; Charlotte Eva von Eichenwald; 4; Gustav Ludwig von Bergetal; 6; Maximilian Paul Gustav von Kisatris; 13
 -95; Bahne Jacob von Möwenburg; 7; Michael Christian Peter Napiar von Tiefenfels; 6; Charlotte Eva von Eichenwald; 5; Gustav Ludwig von Bergetal; 7; Maximilian Paul Gustav von Kisatris; 14
 -94; Bahne Jacob von Möwenburg; 8; Michael Christian Peter Napiar von Tiefenfels; 7; Charlotte Eva von Eichenwald; 6; Gustav Ludwig von Bergetal; 8; Maximilian Paul Gustav von Kisatris; 15
 -93; Bahne Jacob von Möwenburg; 9; Michael August Gustav Peter von Tiefenfels; 1; Charlotte Eva von Eichenwald; 7; Gustav Ludwig von Bergetal; 9; Maximilian Louis Jacob von Kisatris; 1
 -92; Bahne Jacob von Möwenburg; 10; Michael August Gustav Peter von Tiefenfels; 2; Charlotte Eva von Eichenwald; 8; Gustav Ludwig von Bergetal; 10; Maximilian Louis Jacob von Kisatris; 2
 -91; Bahne Jacob von Möwenburg; 11; Michael August Gustav Peter von Tiefenfels; 3; Charlotte Eva von Eichenwald; 9; Gustav Ludwig von Bergetal; 11; Maximilian Louis Jacob von Kisatris; 3
 -90; Bahne Jacob von Möwenburg; 12; Michael August Gustav Peter von Tiefenfels; 4; Charlotte Eva von Eichenwald; 10; Gustav Ludwig von Bergetal; 12; Maximilian Louis Jacob von Kisatris; 4
 -89; Bahne Jacob von Möwenburg; 13; Michael August Gustav Peter von Tiefenfels; 5; Charlotte Eva von Eichenwald; 11; Gustav Ludwig von Bergetal; 13; Maximilian Louis Jacob von Kisatris; 5
 -88; Bahne Jacob von Möwenburg; 14; Michael August Gustav Peter von Tiefenfels; 6; Charlotte Eva von Eichenwald; 12; Gustav Ludwig von Bergetal; 14; Maximilian Louis Jacob von Kisatris; 6
 -87; Bahne Jacob von Möwenburg; 15; Michael August Gustav Peter von Tiefenfels; 7; Charlotte Eva von Eichenwald; 13; Gustav Ludwig von Bergetal; 15; Maximilian Louis Jacob von Kisatris; 7
 -86; Bahne Jacob von Möwenburg; 16; Michael August Gustav Peter von Tiefenfels; 8; Charlotte Eva von Eichenwald; 14; Gustav Ludwig von Bergetal; 16; Maximilian Louis Jacob von Kisatris; 8
 -85; Bahne Jacob von Möwenburg; 17; Michael August Gustav Peter von Tiefenfels; 9; Charlotte Eva von Eichenwald; 15; Gustav Ludwig von Bergetal; 17; Maximilian Louis Jacob von Kisatris; 9
 -84; Bahne Jacob von Möwenburg; 18; Michael August Gustav Peter von Tiefenfels; 10; Charlotte Eva von Eichenwald; 16; Gustav Ludwig von Bergetal; 18; Maximilian Louis Jacob von Kisatris; 10
 -83; Bahne Jacob von Möwenburg; 19; Michael August Gustav Peter von Tiefenfels; 11; Charlotte Eva von Eichenwald; 17; Gustav Ludwig von Bergetal; 19; Maximilian Louis Jacob von Kisatris; 11
 -82; Bahne Jacob von Möwenburg; 20; Michael August Gustav Peter von Tiefenfels; 12; Friedrich Ferdinand Elros von Eichenwald; 1; Gustav Ludwig von Bergetal; 20; Maximilian Louis Jacob von Kisatris; 12
 -81; Bahne Jacob von Möwenburg; 21; Michael August Gustav Peter von Tiefenfels; 13; Friedrich Ferdinand Elros von Eichenwald; 2; Gustav Ludwig von Bergetal; 21; Maximilian Louis Jacob von Kisatris; 13
 -80; Bahne Jacob von Möwenburg; 22; Michael August Gustav Peter von Tiefenfels; 14; Friedrich Ferdinand Elros von Eichenwald; 3; Gustav Ludwig von Bergetal; 22; Maximilian Louis Jacob von Kisatris; 14
 -79; Bahne Jacob von Möwenburg; 23; Michael August Gustav Peter von Tiefenfels; 15; Friedrich Ferdinand Elros von Eichenwald; 4; Gustav Ludwig von Bergetal; 23; Maximilian Louis Jacob von Kisatris; 15
 -78; Bahne Jacob von Möwenburg; 24; Michael August Gustav Peter von Tiefenfels; 16; Friedrich Ferdinand Elros von Eichenwald; 5; Gustav Ludwig von Bergetal; 24; Maximilian Louis Jacob von Kisatris; 16
 -77; Bahne Jacob von Möwenburg; 25; Michael August Gustav Peter von Tiefenfels; 17; Friedrich Ferdinand Elros von Eichenwald; 6; Gustav Ludwig von Bergetal; 25; Maximilian Louis Jacob von Kisatris; 17
 -76; Bahne Jacob von Möwenburg; 26; Michael August Gustav Peter von Tiefenfels; 18; Friedrich Ferdinand Elros von Eichenwald; 7; Gustav Ludwig von Bergetal; 26; Maximilian Louis Jacob von Kisatris; 18
 -75; Bahne Jacob von Möwenburg; 27; Michael August Gustav Peter von Tiefenfels; 19; Friedrich Ferdinand Elros von Eichenwald; 8; Gustav Ludwig von Bergetal; 27; Maximilian Louis Jacob von Kisatris; 19
 -74; Bahne Jacob von Möwenburg; 28; Michael August Gustav Peter von Tiefenfels; 20; Friedrich Ferdinand Elros von Eichenwald; 9; Gustav Ludwig von Bergetal; 28; Maximilian Louis Jacob von Kisatris; 20
 -73; Bahne Jacob von Möwenburg; 29; Michael August Gustav Peter von Tiefenfels; 21; Friedrich Ferdinand Elros von Eichenwald; 10; Anna Katharina von Bergetal; 1; Maximilian Louis Jacob von Kisatris; 21
 -72; Bahne Jacob von Möwenburg; 30; Gustav Napiar von Tiefenfels; 1; Friedrich Ferdinand Elros von Eichenwald; 11; Anna Katharina von Bergetal; 2; Maximilian Louis Jacob von Kisatris; 22
 -71; Bahne Jacob von Möwenburg; 31; Gustav Napiar von Tiefenfels; 2; Friedrich Ferdinand Elros von Eichenwald; 12; Anna Katharina von Bergetal; 3; Maximilian Louis Jacob von Kisatris; 23
 -70; Bahne Jacob von Möwenburg; 32; Gustav Napiar von Tiefenfels; 3; Friedrich Ferdinand Elros von Eichenwald; 13; Anna Katharina von Bergetal; 4; Maximilian Louis Jacob von Kisatris; 24
 -69; Bahne Jacob von Möwenburg; 33; Gustav Napiar von Tiefenfels; 4; Friedrich Ferdinand Elros von Eichenwald; 14; Anna Katharina von Bergetal; 5; Maximilian Louis Jacob von Kisatris; 25
 -68; Bahne Jacob von Möwenburg; 34; Gustav Napiar von Tiefenfels; 5; Friedrich Ferdinand Elros von Eichenwald; 15; Anna Katharina von Bergetal; 6; Maximilian Louis Jacob von Kisatris; 26
 -67; Konrad Bahne Eike von Möwenburg; 1; Gustav Napiar von Tiefenfels; 6; Friedrich Ferdinand Elros von Eichenwald; 16; Anna Katharina von Bergetal; 7; Maximilian Louis Jacob von Kisatris; 27
 -66; Konrad Bahne Eike von Möwenburg; 2; Gustav Napiar von Tiefenfels; 7; Friedrich Ferdinand Elros von Eichenwald; 17; Anna Katharina von Bergetal; 8; Maximilian Louis Jacob von Kisatris; 28
 -65; Konrad Bahne Eike von Möwenburg; 3; Gustav Napiar von Tiefenfels; 8; Friedrich Ferdinand Elros von Eichenwald; 18; Anna Katharina von Bergetal; 9; Maximilian Louis Jacob von Kisatris; 29
 -64; Konrad Bahne Eike von Möwenburg; 4; Gustav Napiar von Tiefenfels; 9; Friedrich Ferdinand Elros von Eichenwald; 19; Anna Katharina von Bergetal; 10; Maximilian Louis Jacob von Kisatris; 30
 -63; Konrad Bahne Eike von Möwenburg; 5; Gustav Napiar von Tiefenfels; 10; Friedrich Ferdinand Elros von Eichenwald; 20; Anna Katharina von Bergetal; 11; Maximilian Louis Jacob von Kisatris; 31
 -62; Konrad Bahne Eike von Möwenburg; 6; Gustav Napiar von Tiefenfels; 11; Joachim Andreas Dior von Eichenwald; 1; Anna Katharina von Bergetal; 12; Maximilian Louis Jacob von Kisatris; 32
 -61; Konrad Bahne Eike von Möwenburg; 7; Gustav Napiar von Tiefenfels; 12; Joachim Andreas Dior von Eichenwald; 2; Anna Katharina von Bergetal; 13; Maximilian Louis Jacob von Kisatris; 33
 -60; Konrad Bahne Eike von Möwenburg; 8; Gustav Napiar von Tiefenfels; 13; Joachim Andreas Dior von Eichenwald; 3; Anna Katharina von Bergetal; 14; Maximilian Louis Jacob von Kisatris; 34
 -59; Konrad Bahne Eike von Möwenburg; 9; Gustav Napiar von Tiefenfels; 14; Joachim Andreas Dior von Eichenwald; 4; Anna Katharina von Bergetal; 15; Maximilian Louis Jacob von Kisatris; 35
 -58; Konrad Bahne Eike von Möwenburg; 10; Gustav Napiar von Tiefenfels; 15; Joachim Andreas Dior von Eichenwald; 5; Anna Katharina von Bergetal; 16; Maximilian Louis Jacob von Kisatris; 36
 -57; Konrad Bahne Eike von Möwenburg; 11; Gustav Napiar von Tiefenfels; 16; Joachim Andreas Dior von Eichenwald; 6; Anna Katharina von Bergetal; 17; Maximilian Louis Jacob von Kisatris; 37
 -56; Konrad Bahne Eike von Möwenburg; 12; Gustav Napiar von Tiefenfels; 17; Joachim Andreas Dior von Eichenwald; 7; Anna Katharina von Bergetal; 18; Maximilian Louis Jacob von Kisatris; 38
 -55; Konrad Bahne Eike von Möwenburg; 13; Sophie Julie Eleonore von Tiefenfels; 1; Joachim Andreas Dior von Eichenwald; 8; Anna Katharina von Bergetal; 19; Maximilian Louis Jacob von Kisatris; 39
 -54; Konrad Bahne Eike von Möwenburg; 14; Sophie Julie Eleonore von Tiefenfels; 2; Joachim Andreas Dior von Eichenwald; 9; Anna Katharina von Bergetal; 20; Maximilian Louis Jacob von Kisatris; 40
 -53; Konrad Bahne Eike von Möwenburg; 15; Sophie Julie Eleonore von Tiefenfels; 3; Joachim Andreas Dior von Eichenwald; 10; Anna Katharina von Bergetal; 21; Maximilian Louis Jacob von Kisatris; 41
 -52; Konrad Bahne Eike von Möwenburg; 16; Sophie Julie Eleonore von Tiefenfels; 4; Aldon Joseph Kiirion von Eichenwald; 1; Anna Katharina von Bergetal; 22; Maximilian Louis Jacob von Kisatris; 42
 -51; Konrad Bahne Eike von Möwenburg; 17; Sophie Julie Eleonore von Tiefenfels; 5; Aldon Joseph Kiirion von Eichenwald; 2; Anna Katharina von Bergetal; 23; Maximilian Louis Jacob von Kisatris; 43
 -50; Konrad Bahne Eike von Möwenburg; 18; Sophie Julie Eleonore von Tiefenfels; 6; Aldon Joseph Kiirion von Eichenwald; 3; Anna Katharina von Bergetal; 24; Maximilian Louis Jacob von Kisatris; 44
 -49; Konrad Bahne Eike von Möwenburg; 19; Sophie Julie Eleonore von Tiefenfels; 7; Aldon Joseph Kiirion von Eichenwald; 4; Anna Katharina von Bergetal; 25; Maximilian Louis Jacob von Kisatris; 45
 -48; Konrad Bahne Eike von Möwenburg; 20; Sophie Julie Eleonore von Tiefenfels; 8; Dorothea Arwen von Eichenwald; 1; Anna Katharina von Bergetal; 26; Maximilian Louis Jacob von Kisatris; 46
 -47; Konrad Bahne Eike von Möwenburg; 21; Sophie Julie Eleonore von Tiefenfels; 9; Katharina von Eichenwald; 1; Anna Katharina von Bergetal; 27; Maximilian Louis Jacob von Kisatris; 47
 -46; Konrad Bahne Eike von Möwenburg; 22; Sophie Julie Eleonore von Tiefenfels; 10; Katharina von Eichenwald; 2; Anna Katharina von Bergetal; 28; Maximilian Louis Jacob von Kisatris; 48
 -45; Konrad Bahne Eike von Möwenburg; 23; Sophie Julie Eleonore von Tiefenfels; 11; Katharina von Eichenwald; 3; Anna Katharina von Bergetal; 29; Niroi von Kisatris; 1
 -44; Konrad Bahne Eike von Möwenburg; 24; Sophie Julie Eleonore von Tiefenfels; 12; Katharina von Eichenwald; 4; Anna Katharina von Bergetal; 30; Niroi von Kisatris; 2
 -43; Else Ida Barbara Ursula von Möwenburg; 1; Sophie Julie Eleonore von Tiefenfels; 13; Katharina von Eichenwald; 5; Anna Katharina von Bergetal; 31; Niroi von Kisatris; 3
 -42; Else Ida Barbara Ursula von Möwenburg; 2; Sophie Julie Eleonore von Tiefenfels; 14; Katharina von Eichenwald; 6; Anna Katharina von Bergetal; 32; Niroi von Kisatris; 4
 -41; Else Ida Barbara Ursula von Möwenburg; 3; Sophie Julie Eleonore von Tiefenfels; 15; Katharina von Eichenwald; 7; Anna Katharina von Bergetal; 33; Niroi von Kisatris; 5
 -40; Emma von Möwenburg; 1; Sophie Julie Eleonore von Tiefenfels; 16; Katharina von Eichenwald; 8; Anna Katharina von Bergetal; 34; Niroi von Kisatris; 6
 -39; Emma von Möwenburg; 2; Sophie Julie Eleonore von Tiefenfels; 17; Katharina von Eichenwald; 9; Anna Katharina von Bergetal; 35; Niroi von Kisatris; 7
 -38; Emma von Möwenburg; 3; Zoe Nelenia von Tiefenfels; 1; Katharina von Eichenwald; 10; Anna Katharina von Bergetal; 36; Niroi von Kisatris; 8
 -37; Emma von Möwenburg; 4; Zoe Nelenia von Tiefenfels; 2; Katharina von Eichenwald; 11; Anna Katharina von Bergetal; 37; Niroi von Kisatris; 9
 -36; Emma von Möwenburg; 5; Zoe Nelenia von Tiefenfels; 3; Katharina von Eichenwald; 12; Anna Katharina von Bergetal; 38; Niroi von Kisatris; 10
 -35; Emma von Möwenburg; 6; Zoe Nelenia von Tiefenfels; 4; Katharina von Eichenwald; 13; Anna Katharina von Bergetal; 39; Niroi von Kisatris; 11
 -34; Emma von Möwenburg; 7; Zoe Nelenia von Tiefenfels; 5; Katharina von Eichenwald; 14; Anna Katharina von Bergetal; 40; Niroi von Kisatris; 12
 -33; Emma von Möwenburg; 8; Zoe Nelenia von Tiefenfels; 6; Katharina von Eichenwald; 15; Anna Katharina von Bergetal; 41; Niroi von Kisatris; 13
 -32; Emma von Möwenburg; 9; Zoe Nelenia von Tiefenfels; 7; Katharina von Eichenwald; 16; Anna Katharina von Bergetal; 42; Niroi von Kisatris; 14
 -31; Emma von Möwenburg; 10; Zoe Nelenia von Tiefenfels; 8; Katharina von Eichenwald; 17; Anna Katharina von Bergetal; 43; Niroi von Kisatris; 15
 -30; Emma von Möwenburg; 11; Zoe Nelenia von Tiefenfels; 9; Katharina von Eichenwald; 18; Anna Katharina von Bergetal; 44; Niroi von Kisatris; 16
 -29; Emma von Möwenburg; 12; Zoe Nelenia von Tiefenfels; 10; Katharina von Eichenwald; 19; Anna Katharina von Bergetal; 45; Niroi von Kisatris; 17
 -28; Emma von Möwenburg; 13; Zoe Nelenia von Tiefenfels; 11; Katharina von Eichenwald; 20; Anna Katharina von Bergetal; 46; Niroi von Kisatris; 18
 -27; Emma von Möwenburg; 14; Zoe Nelenia von Tiefenfels; 12; Katharina von Eichenwald; 21; Anna Katharina von Bergetal; 47; Niroi von Kisatris; 19
 -26; Emma von Möwenburg; 15; Zoe Nelenia von Tiefenfels; 13; Katharina von Eichenwald; 22; Anna Katharina von Bergetal; 48; Niroi von Kisatris; 20
 -25; Emma von Möwenburg; 16; Zoe Nelenia von Tiefenfels; 14; Katharina von Eichenwald; 23; Anna Katharina von Bergetal; 49; Niroi von Kisatris; 21
 -24; Emma von Möwenburg; 17; Zoe Nelenia von Tiefenfels; 15; Katharina von Eichenwald; 24; Maximilian Karl Anton Julius von Bergetal; 1; Niroi von Kisatris; 22
 -23; Emma von Möwenburg; 18; Zoe Nelenia von Tiefenfels; 16; Katharina von Eichenwald; 25; Maximilian Karl Anton Julius von Bergetal; 2; Niroi von Kisatris; 23
 -22; Emma von Möwenburg; 19; Zoe Nelenia von Tiefenfels; 17; Katharina von Eichenwald; 26; Maximilian Karl Anton Julius von Bergetal; 3; Niroi von Kisatris; 24
 -21; Emma von Möwenburg; 20; Zoe Nelenia von Tiefenfels; 18; Katharina von Eichenwald; 27; Maximilian Karl Anton Julius von Bergetal; 4; Niroi von Kisatris; 25
 -20; Emma von Möwenburg; 21; Zoe Nelenia von Tiefenfels; 19; Katharina von Eichenwald; 28; Maximilian Karl Anton Julius von Bergetal; 5; Niroi von Kisatris; 26
 -19; Emma von Möwenburg; 22; Zoe Nelenia von Tiefenfels; 20; Katharina von Eichenwald; 29; Maximilian Karl Anton Julius von Bergetal; 6; Niroi von Kisatris; 27
 -18; Emma von Möwenburg; 23; Zoe Nelenia von Tiefenfels; 21; Katharina von Eichenwald; 30; Maximilian Karl Anton Julius von Bergetal; 7; Niroi von Kisatris; 28
 -17; Emma von Möwenburg; 24; Zoe Nelenia von Tiefenfels; 22; Katharina von Eichenwald; 31; Maximilian Karl Anton Julius von Bergetal; 8; Niroi von Kisatris; 29
 -16; Emma von Möwenburg; 25; Zoe Nelenia von Tiefenfels; 23; Katharina von Eichenwald; 32; Maximilian Karl Anton Julius von Bergetal; 9; Niroi von Kisatris; 30
 -15; Emma von Möwenburg; 26; Zoe Nelenia von Tiefenfels; 24; Katharina von Eichenwald; 33; Maximilian Karl Anton Julius von Bergetal; 10; Niroi von Kisatris; 31
 -14; Emma von Möwenburg; 27; Zoe Nelenia von Tiefenfels; 25; Katharina von Eichenwald; 34; Maximilian Karl Anton Julius von Bergetal; 11; Niroi von Kisatris; 32
 -13; Emma von Möwenburg; 28; Zoe Nelenia von Tiefenfels; 26; Katharina von Eichenwald; 35; Maximilian Karl Anton Julius von Bergetal; 12; Niroi von Kisatris; 33
 -12; Emma von Möwenburg; 29; Zoe Nelenia von Tiefenfels; 27; Katharina von Eichenwald; 36; Maximilian Karl Anton Julius von Bergetal; 13; Niroi von Kisatris; 34
 -11; Emma von Möwenburg; 30; Zoe Nelenia von Tiefenfels; 28; Katharina von Eichenwald; 37; Maximilian Karl Anton Julius von Bergetal; 14; Niroi von Kisatris; 35
 -10; Emma von Möwenburg; 31; Zoe Nelenia von Tiefenfels; 29; Katharina von Eichenwald; 38; Maximilian Karl Anton Julius von Bergetal; 15; Niroi von Kisatris; 36
 -9; Emma von Möwenburg; 32; Zoe Nelenia von Tiefenfels; 30; Katharina von Eichenwald; 39; Maximilian Karl Anton Julius von Bergetal; 16; Niroi von Kisatris; 37
 -8; Emma von Möwenburg; 33; Zoe Nelenia von Tiefenfels; 31; Katharina von Eichenwald; 40; Maximilian Karl Anton Julius von Bergetal; 17; Niroi von Kisatris; 38
 -7; Emma von Möwenburg; 34; Zoe Nelenia von Tiefenfels; 32; Katharina von Eichenwald; 41; Maximilian Karl Anton Julius von Bergetal; 18; Niroi von Kisatris; 39
 -6; Emma von Möwenburg; 35; Zoe Nelenia von Tiefenfels; 33; Katharina von Eichenwald; 42; Maximilian Karl Anton Julius von Bergetal; 19; Niroi von Kisatris; 40
 -5; Emma von Möwenburg; 36; Christoph Michael Philipp von Tiefenfels; 1; Katharina von Eichenwald; 43; Maximilian Karl Anton Julius von Bergetal; 20; Niroi von Kisatris; 41
 -4; Emma von Möwenburg; 37; Christoph Michael Philipp von Tiefenfels; 2; Katharina von Eichenwald; 44; Maximilian Karl Anton Julius von Bergetal; 21; Niroi von Kisatris; 42
 -3; Emma von Möwenburg; 38; Christoph Michael Philipp von Tiefenfels; 3; Katharina von Eichenwald; 45; Maximilian Karl Anton Julius von Bergetal; 22; Niroi von Kisatris; 43
 -2; Emma von Möwenburg; 39; Christoph Michael Philipp von Tiefenfels; 4; Katharina von Eichenwald; 46; Maximilian Karl Anton Julius von Bergetal; 23; Niroi von Kisatris; 44
 -1; Friedrich Maximilian von Möwenburg; 1; Christoph Michael Philipp von Tiefenfels; 5; Katharina von Eichenwald; 47; Maximilian Karl Anton Julius von Bergetal; 24; Niroi von Kisatris; 45
 0; Friedrich Maximilian von Möwenburg; 2; Christoph Michael Philipp von Tiefenfels; 6; Katharina von Eichenwald; 48; Julius Ernst von Bergetal; 1; Niroi von Kisatris; 46
 1; Friedrich Maximilian von Möwenburg; 3; Christoph Michael Philipp von Tiefenfels; 7; Katharina von Eichenwald; 49; Julius Ernst von Bergetal; 2; Niroi von Kisatris; 47
 2; Friedrich Maximilian von Möwenburg; 4; Christoph Michael Philipp von Tiefenfels; 8; Katharina von Eichenwald; 50; Julius Ernst von Bergetal; 3; Niroi von Kisatris; 48
 3; Friedrich Maximilian von Möwenburg; 5; Christoph Michael Philipp von Tiefenfels; 9; Katharina von Eichenwald; 51; Marianne Barbara von Bergetal; 1; Niroi von Kisatris; 49
 4; Friedrich Maximilian von Möwenburg; 6; Christoph Michael Philipp von Tiefenfels; 10; Katharina von Eichenwald; 52; Marianne Barbara von Bergetal; 2; Niroi von Kisatris; 50
 5; Friedrich Maximilian von Möwenburg; 7; Christoph Michael Philipp von Tiefenfels; 11; Katharina von Eichenwald; 53; Marianne Barbara von Bergetal; 3; Niroi von Kisatris; 51
 6; Friedrich Maximilian von Möwenburg; 8; Luca Therese Camille Luise von Tiefenfels; 1; Aldon Julius Ludwig von Eichenwald; 1; Marianne Barbara von Bergetal; 4; Niroi von Kisatris; 52
 7; Friedrich Maximilian von Möwenburg; 9; Jade Christina Elise von Tiefenfels; 1; Aldon Julius Ludwig von Eichenwald; 2; Marianne Barbara von Bergetal; 5; Niroi von Kisatris; 53
 8; Friedrich Maximilian von Möwenburg; 10; Jade Christina Elise von Tiefenfels; 2; Tauriel Johanna Barbara von Eichenwald; 1; Marianne Barbara von Bergetal; 6; Niroi von Kisatris; 54
 9; Friedrich Maximilian von Möwenburg; 11; Jade Christina Elise von Tiefenfels; 3; Tauriel Johanna Barbara von Eichenwald; 2; Marianne Barbara von Bergetal; 7; Niroi von Kisatris; 55
 10; Friedrich Maximilian von Möwenburg; 12; Jade Christina Elise von Tiefenfels; 4; Tauriel Johanna Barbara von Eichenwald; 3; Marianne Barbara von Bergetal; 8; Niroi von Kisatris; 56
 11; Friedrich Maximilian von Möwenburg; 13; Jade Christina Elise von Tiefenfels; 5; Tauriel Johanna Barbara von Eichenwald; 4; Marianne Barbara von Bergetal; 9; Leo Joseph Philipp Christian von Kisatris; 1
 12; Friedrich Maximilian von Möwenburg; 14; Jade Christina Elise von Tiefenfels; 6; Tauriel Johanna Barbara von Eichenwald; 5; Marianne Barbara von Bergetal; 10; Leo Joseph Philipp Christian von Kisatris; 2
 13; Friedrich Maximilian von Möwenburg; 15; Jade Christina Elise von Tiefenfels; 7; Tauriel Johanna Barbara von Eichenwald; 6; Marianne Barbara von Bergetal; 11; Leo Joseph Philipp Christian von Kisatris; 3
 14; Friedrich Maximilian von Möwenburg; 16; Jade Christina Elise von Tiefenfels; 8; Tauriel Johanna Barbara von Eichenwald; 7; Marianne Barbara von Bergetal; 12; Leo Joseph Philipp Christian von Kisatris; 4
 15; Friedrich Maximilian von Möwenburg; 17; Hans Carl Ernst Johannes von Tiefenfels; 1; Tauriel Johanna Barbara von Eichenwald; 8; Marianne Barbara von Bergetal; 13; Leo Joseph Philipp Christian von Kisatris; 5
 16; Friedrich Maximilian von Möwenburg; 18; Hans Carl Ernst Johannes von Tiefenfels; 2; Tauriel Johanna Barbara von Eichenwald; 9; Marianne Barbara von Bergetal; 14; Friederike Jade Frieda von Kisatris; 1
 17; Friedrich Maximilian von Möwenburg; 19; Hans Carl Ernst Johannes von Tiefenfels; 3; Tauriel Johanna Barbara von Eichenwald; 10; Marianne Barbara von Bergetal; 15; Friederike Jade Frieda von Kisatris; 2
 18; Friedrich Maximilian von Möwenburg; 20; Hans Carl Ernst Johannes von Tiefenfels; 4; Tauriel Johanna Barbara von Eichenwald; 11; Marianne Barbara von Bergetal; 16; Friederike Jade Frieda von Kisatris; 3
 19; Friedrich Maximilian von Möwenburg; 21; Hans Carl Ernst Johannes von Tiefenfels; 5; Tauriel Johanna Barbara von Eichenwald; 12; Marianne Barbara von Bergetal; 17; Friederike Jade Frieda von Kisatris; 4
 20; Friedrich Maximilian von Möwenburg; 22; Hans Carl Ernst Johannes von Tiefenfels; 6; Tauriel Johanna Barbara von Eichenwald; 13; Marianne Barbara von Bergetal; 18; Friederike Jade Frieda von Kisatris; 5
